"REMARKS","RUNWAY","DIRECTION","AIRPORT","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","RWYLOCATION","UASLOCATION","DATASET"
"PIC reported a blinking red light UAS approximately 80 feet below Aircraft while NEbound at 300 feet while on short final RWY 04 at BOS. No evasive action taken. Massachusetts State PDnotified at.","['rwy04 ']","[]","['BOS']","8/22/2018","2:27","2018-08-22T02:27Z","AFR343","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04","BOS","RUNWAY"
"Reported UAS at 1000 feet while on a 5 NM final to RWY 14. Evasive action not reported. L/E notification was not reported.","['rwy14 ']","[]","[]","8/22/2018","8:21","2018-08-22T08:21Z","N600FS","DEN","UAS",NA,"FRG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 14","FRG","RUNWAY"
"PIC reported a UAS 600 feet above while on final to RWY 34. No evasive action taken. LEO notified, agency and phone number not provided. ","['rwy34 ']","[]","[]","8/24/2018","0:39","2018-08-24T00:39Z","N5384L","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34","ZBW","RUNWAY"
"PIC reported a UAS 300 feet below while E bound at 2,700 feet on 10 NM final to RWY 08R. No evasive action taken. Houston Police notified at.","['rwy08r']","['10 NM ']","['08R']","8/25/2018","6:13","2018-08-25T06:13Z","ASQ4445","DEN","UAS",NA,"IAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 08R","IAH","RUNWAY"
"IAB, McConnell AFB ATCT observed a white UAS with red and green flashing lights SE of RWY 01L/19R at 1,000 feet. No impact to operations. IAB Base Security notified. ","['rwy01l']","[]","['IAB', 'TCT', '01L', 'IAB']","8/25/2018","16:59","2018-08-25T16:59Z",NA,"DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01L","WOC","RUNWAY"
"Pilot reported a UAS inbound on a 2 NM final to RWY 34L at 4,500 feet. No evasive action taken. SLC Airport PD notified at. ","['rwy34l']","['2 NM ']","['SLC']","8/28/2018","21:43","2018-08-28T21:43Z","SKW4603","DEN","UAS",NA,"SLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34L","SLC","RUNWAY"
"Pilot reported a black and silver UAS pass 50-100 feet below aircraft, while NE bound at 1,800 feet, on 5 NM final to RWY 04R. No evasive action taken. LEO notification not reported. ","['rwy04r']","['5 NM ']","[]","9/4/2018","17:09","2018-09-04T17:09Z","UCA4894","DEN","UAS",NA,"EWR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","EWR","RUNWAY"
"Pilot reported a white UAS hovering at 500 feet while departing RWY 10L, E bound at 1,000 feet in vicinity of Palm Beach Airport. No evasive action taken. Palm Beach Sheriff notified at. ","['rwy10l']","[]","[]","9/4/2018","20:05","2018-09-04T20:05Z","C6NIX","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 10L","PBI","RUNWAY"
"PIC reported a quad-copter UAS at 1,500 feet while on 7 NM final to RWY 09. No evasive action reported. LEO notification not reported.","['rwy09 ']","['7 NM ']","[]","9/5/2018","0:53","2018-09-05T00:53Z","AVA002","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09","MIA","RUNWAY"
"Aircraft reported that their Dispatch had received a report of a UAS that appeared to have originated from a silver truck E of the ONT airport. PD10 on scene but unable to locate the UAS. SWA6003 reported the UAS while holding short of RWY 26R.","['rwy26r']","[]","['ONT', 'WA60', '26R']","9/5/2018","8:23","2018-09-05T08:23Z","PD10","DEN","UAS",NA,"ONT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 26R","ONT","RUNWAY"
"PIC reported a yellow UAS at 1,500 feet while on 5 NM final to RWY 13R. No evasive action taken. Houston Police notified, phone number not provided.","['rwy13r']","['5 NM ']","['13R']","9/13/2018","22:55","2018-09-13T22:55Z","N100JH","DEN","UAS",NA,"HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13R","HOU","RUNWAY"
"PIC reported a black and white UAS at 2,600 feet while on 6 NM final to RWY 14. No evasive action reported. LEO notification not reported. ","['rwy14 ']","['6 NM ']","[]","9/14/2018","3:21","2018-09-14T03:21Z","QXE2399","DEN","UAS",NA,"STS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 14","STS","RUNWAY"
"Reported sighting a UAS while at 1,800 feet on a 4 NM final to RWY 04. No evasive actionreported. NYPD Aviation Unitwas notified. ","['rwy04 ']","[]","[]","9/15/2018","0:57","2018-09-15T00:57Z","RPA5957","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04","LGA","RUNWAY"
"Reported a UAS off the right side while NW bound at 2,000 feet 8 NM final to RWY 31R. No evasive action taken. Port authority PD notified at.","['rwy31r']","[]","[]","9/16/2018","20:01","2018-09-16T20:01Z","DAL2464","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31R","JFK","RUNWAY"
"Reported sighting a UAS operation 500 feet above and off of the left side while at 500 feet on a 1 NM final to RWY 22R. No evasive action taken. NYPD Aviation notified at. ","['rwy22r']","[]","[]","9/18/2018","8:08","2018-09-18T08:08Z","JBU1042","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22R","JFK","RUNWAY"
"PIC reported a UAS while on short final RWY 25L at 2,500FT. Color and size of UAS not reported. No evasive action taken. LAX airport PD notified at.","['rwy25l']","[]","['00F', 'LAX']","9/18/2018","23:02","2018-09-18T23:02Z","CGYMC","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"Pilot reported UAS while departing RWY 13. No description given. No evasive action taken. LEO not notified due to lack of information . ","['rwy13 ']","[]","[]","9/23/2018","23:02","2018-09-23T23:02Z","N2444H","DEN","UAS",NA,"SGJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13","SGJ","RUNWAY"
"Pilot reported a white twin-rotor UAS on a 5 NM final to RWY 09L, at 1,3000 feet. No evasive action taken. Local aviation PD notified. Local Aviation PD phone numbernot provided. ","['rwy09l']","['5 NM ']","[]","9/26/2018","1:19","2018-09-26T01:19Z","C2304","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09L","WOC","RUNWAY"
"Reported observing a UAS off his 1 o'clock position operating 500 feet above whileSbound toRWY 10L at 2,500 feet.Evasive action not reported. Palm Beach Sheriff notified. ","['rwy10l']","[]","[]","9/30/2018","3:29","2018-09-30T03:29Z","HRT924","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 10L","PBI","RUNWAY"
"Reported observing a 2 foot diameter UAS while on 2 NM final to RWY 05. No evasive action taken. Norfolk International Airport Authority notified. ","['rwy05 ']","[]","[]","9/30/2018","5:26","2018-09-30T05:26Z","DAL1685","DEN","UAS",NA,"ORF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 05","ORF","RUNWAY"
"Pilot reported an orange, red and black UAS below aircraft while on 6 NM final to RWY 19 at 2,000 feet. No evasive action taken. LEO notification unknowndue to ATCT shift change.","['rwy19 ']","['6 NM ']","['TCT']","10/3/2018","1:48","2018-10-03T01:48Z","GAJ834","DEN","UAS",NA,"TEB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19","TEB","RUNWAY"
"Aircraft reported 2 black UAS off the right side between 1,000 and 1,300 feet while W bound on a 2 NM final RWY 24R at LAX. No evasive action taken. LAX Airport Police notified at.","['rwy24r']","[]","['24R', 'LAX', 'LAX']","10/4/2018","3:29","2018-10-04T03:29Z","SWA1156","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"Aircraftobserved a UAS within 200FT on final to RWY 09. No evasive action taken. FBI notified at.","['rwy09 ']","[]","['00F']","10/7/2018","0:39","2018-10-07T00:39Z","ASH6217","DEN","UAS",NA,"I90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09","I90","RUNWAY"
"Pilot reported a black and silver UAS off right side of aircraft at 2,500 feet on final for RWY 36R. No evasive action reported. LEO notified. (no number provided) ","['rwy36r']","[]","[]","10/8/2018","18:55","2018-10-08T18:55Z","PDT4788","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36R","CLT","RUNWAY"
"PIC reported evasive action to avoid 2 UAS while N bound at 1,600 feet while on short final to RWY 36. Aircraftaborted approach andheld in the airto wait for UAS to clear the area. Aircraft landed at 2253. TIK AFB Security Force notified at. ","['rwy36 ']","[]","['TIK']","10/11/2018","3:56","2018-10-11T03:56Z","SNTRY60","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","WOC","RUNWAY"
"Reported observing a black UAS operating off of the right side at 2,200 feet while on finalto RWY 36.No evasive action taken. Birmingham PD notified at. ","['rwy36 ']","[]","[]","10/14/2018","3:50","2018-10-14T03:50Z","CGAJS","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","BHM","RUNWAY"
"PIC reported a lighted UAS 200 feet below off right side while on 6 NM final to RWY 27 at 3,000 feet. No evasive action taken. PA State Police notified at.","['rwy27 ']","['6 NM ']","[]","10/14/2018","11:21","2018-10-14T11:21Z","N418DL","DEN","UAS",NA,"PIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","PIT","RUNWAY"
"PIC reported a blue rotorcraft style UAS orbiting above the NARCO final approach to RWY 30L at 4,000FT. No evasive action taken. Minneapolis PD notified at.","['rwy30l']","[]","['ARC', '00F']","10/17/2018","23:57","2018-10-17T23:57Z","EDV5523","DEN","UAS",NA,"ZMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 30L","ZMP","RUNWAY"
"PIC reported a black UAS at 1,200FT while on 3.5 NM final RWY 31L to Portland-Hillsboro airport. No evasive action taken. Law enforcement not notified because pilot did not give ground reference.","['rwy31l']","['5 NM ']","['00F']","10/18/2018","1:38","2018-10-18T01:38Z","N62407","DEN","UAS",NA,"PDX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31L","PDX","RUNWAY"
"PIC reported a UAS while on a 2.5 NM final to RWY 01L. No evasive action taken. Dulles Airport PD notified at. ","['rwy01l']","['5 NM ']","['01L']","10/18/2018","23:11","2018-10-18T23:11Z","SJE78","DEN","UAS",NA,"ZDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 01L","ZDC","RUNWAY"
"PIC reported a silver UAS while NE bound at 2,300 feet on .5 NM final to RWY 04R. No evasive action taken. LEO notification not reported. ","['rwy04r']","['5 NM ']","[]","10/22/2018","2:13","2018-10-22T02:13Z","N8771C","DEN","UAS",NA,"FFZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","FFZ","RUNWAY"
"PIC reported a UAS while on final for OCFRWY 36. No evasive action taken. Leon County Sheriff notified at. ","['rwy36 ']","[]","['OCF']","10/22/2018","2:50","2018-10-22T02:50Z","N5172W","DEN","UAS",NA,"TLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","TLH","RUNWAY"
"PIC reported a UAS flew under Aircraft while on 5 NM final to RWY 18R. No evasive action taken. LEO not notified.","['rwy18r']","['5 NM ']","[]","10/22/2018","5:06","2018-10-22T05:06Z","AAL2500","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18R","D10","RUNWAY"
"Reported a UAS 500 feet below the front of the aircraft while on a 7 NM final to RWY 30L at 3,000 feet. No evasive action reported. Airport PD notified at.","['rwy30l']","['7 NM ']","[]","10/22/2018","23:57","2018-10-22T23:57Z","SWA2489","DEN","UAS",NA,"MSP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 30L","MSP","RUNWAY"
"PIC reported a quadcopter UAS operating at 4,000FT while on 10 NM final for RWY 27L. No evasive action reported. FBI notified at.","['rwy27l']","['10 NM ']","['00F']","10/23/2018","19:30","2018-10-23T19:30Z","UAL2731","DEN","UAS",NA,"ORD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27L","ORD","RUNWAY"
"Pilot reported a white UAS with four rotors at the 3 o'clock position near RWY 25L, while WSW bound at 2,300 feet in the vicinity of Phoenix. No evasive action taken. Phoenix PD notified at. ","['rwy25l']","[]","[]","10/25/2018","4:15","2018-10-25T04:15Z","BTQ817","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","P50","RUNWAY"
"Pilot reported a small white UAS at7,200 feet on 5 NM final to RWY 35L. No evasive action reported. LEO not notified by ATC. ","['rwy35l']","['5 NM ']","[]","10/27/2018","1:49","2018-10-27T01:49Z","BTQ575","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35L","WOC","RUNWAY"
"Pilot reported a black and red UAS at 1,000 feet while on 2 NM final for RWY 31C. No evasive action taken. Chicago notified at. ","['rwy31c']","['2 NM ']","[]","10/28/2018","1:21","2018-10-28T01:21Z","SWA3839","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31C","WOC","RUNWAY"
"Pilot reported a black UAS 40 feet above aircraft while on final for RWY 27L at 1,700 feet. No evasive action taken. Clayton County PD notified at. ","['rwy27l']","[]","[]","10/28/2018","5:49","2018-10-28T05:49Z","DAL1971","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27L","A80","RUNWAY"
"PIC reported a red UAS at 1,700FT 8FT off left side while N bound to RWY 28L. No evasive action taken. Minneapolis PD notified at.","['rwy28l']","[]","['00F']","10/29/2018","5:27","2018-10-29T05:27Z","N4380Y","DEN","UAS",NA,"ZMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 28L","ZMP","RUNWAY"
"Reported a black UAS off the right side while on a 5 NM final to RWY 20 at 2,000 feet. No evasive action taken. Orange County Sheriff notified at","['rwy20 ']","['5 NM ']","[]","11/2/2018","5:52","2018-11-02T05:52Z","GDS2","DEN","UAS",NA,"SMO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 20","SMO","RUNWAY"
"PIC reported a UAS off the right side while on short final for RWY 04R at 500FT. No evasive action taken. Local PD notified.","['rwy04r']","[]","['00F']","11/6/2018","2:18","2018-11-06T02:18Z","HAL341","DEN","UAS",NA,"HCF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","HCF","RUNWAY"
"PIC reported a large remote controlled (R/C)plane near the approach end of RWY 36. The remote operator was outside the perimeter fence and when the aircraft was about 200FT off the ground the R/C plane pitched up toward the Aircraft and came within 100FT of the left engine. The Aircraft had toabortthe approachto avoid the R/C plane. Del Norte Sheriff notified at.","['rwy36 ']","[]","['00F', '00F']","11/6/2018","4:01","2018-11-06T04:01Z","N121MF","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36","WOC","RUNWAY"
"Pilot reported a UAS at 2,500 feet on final to RWY 22. No evasive action taken. NYPD Aviation Unit notified. ","['rwy22 ']","[]","[]","11/8/2018","2:37","2018-11-08T02:37Z","UAL1254","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22","WOC","RUNWAY"
"PIC reported a white quad-copter UAS pass 300FT below Aircraft while N bound at 1,700FT on 3 NM final RWY 36R. No evasive action taken. Charlotte Airport PD notified via 911.","['rwy36r']","['3 NM ']","['00F', '00F']","11/8/2018","21:36","2018-11-08T21:36Z","JIA5269","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 36R","CLT","RUNWAY"
"Pilot reported a white quad-copter UAS while W bound on final for RWY 06. No evasive action taken. Kissimmee PD notified at. ","['rwy06 ']","[]","[]","11/9/2018","0:55","2018-11-09T00:55Z","N559MK","DEN","UAS",NA,"ISM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 06","ISM","RUNWAY"
"Pilot reported a quad UAS 100 feet below, off left side, while SW bound on final for RWY 22 at 1,100 feet. No evasive action taken. NYPD Aviation notified at. ","['rwy22 ']","[]","[]","11/9/2018","1:30","2018-11-09T01:30Z","JBU362","DEN","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 22","LGA","RUNWAY"
"Pilot reportedasmall white UAS off right side, 500 feet below while NW bound at 1,000 feeton a 3 NM final RWY 31R.No evasive action taken. NYPD Aviation notified at. ","['rwy31r']","['3 NM ']","[]","11/9/2018","1:32","2018-11-09T01:32Z","JBU1202","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31R","JFK","RUNWAY"
"Aircraftreported white UAS at 800 FT 2 S ELP after departing RWY 26L. No evasive action taken. LEO were not notified. ","['rwy26l']","[]","['ELP']","11/9/2018","23:30","2018-11-09T23:30Z","N7354Q","CONR","UAS",NA,"ELP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 26L","ELP","RUNWAY"
"At approximately 1850, ARPT Ops observeda UAShovering about 500 feet abeam and E of RWY 31R.ARPT OPS coordinated with the tower to close the RWYs. UASdeparted to the Eand ARPT OPS reopened the RWYs at approximately 1901. ARPT OPS and San Jose PDlocated the UASand operatorat alocal park.UNKN if charges were filed.No impact tooperations.  ","['rwy31r']","[]","['UNK']","11/11/2018","3:04","2018-11-11T03:04Z",NA,"DEN","UAS",NA,"RHV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31R","RHV","RUNWAY"
"On departure from RWY 34R, PIC reported a drone over the bus terminal at approximately 1,200 ft.","['rwy34r']","[]","['34R']","11/11/2018","7:35","2018-11-11T07:35Z","N2SV","DEN","UAS",NA,"PAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 34R","PAE","RUNWAY"
"Reported a UASat approximately 1600 feet while on 5 NM final RWY 35 at CRP.No evasive action taken. Corpus Christi PDnotified at.","['rwy35 ']","['5 NM ']","['CRP']","11/14/2018","9:18","2018-11-14T09:18Z","STGRY16","DEN","UAS",NA,"CRP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35","CRP","RUNWAY"
"Reported a square shaped UAS below Aircraft while at 6800 feet,4 NM final RWY 17R at APA. No evasive action taken. Arapahoe County Sheriff notified at.","['rwy17r']","['4 NM ']","['APA']","11/15/2018","9:18","2018-11-15T09:18Z","N1832E","DEN","UAS",NA,"APA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 17R","APA","RUNWAY"
"Pilot reported a UAS 100 feet below aircraft 2,000 to 2,300 feet on a 6 NM final for RWY 24R. LEO not notified. ","['rwy24r']","['6 NM ']","['24R']","11/17/2018","22:31","2018-11-17T22:31Z","SKW4480","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"Pilot reported a white UAS on a 2 NM final for RWY 27.Altitude not reported. Genesee County Sheriff notified at. ","['rwy27 ']","['2 NM ']","[]","11/17/2018","22:53","2018-11-17T22:53Z","EDV5377","DEN","UAS",NA,"FNT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27","FNT","RUNWAY"
"BIX reported security personnel on the field observed a UAS with red flashing lights over RWY 03/21. The UAS moved to an area near the hospital when the security personnel lost sight of the UAS.","['rwy03']","[]","['BIX']","11/19/2018","10:13","2018-11-19T10:13Z",NA,"DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 03","SW1","RUNWAY"
"Pilot reported a UAS overflew aircraft 300 feet above from left to right while on a 5 NM final to RWY 09R at 1,000 feet. No evasive action taken. No description of UAS reported. Miami-Dade PD Aviation Unit notified at. ","['rwy09r']","['5 NM ']","['09R']","11/24/2018","1:59","2018-11-24T01:59Z","N8961","DEN","UAS",NA,"TMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 09R","TMB","RUNWAY"
"PIC reported a large UAS off the right side at 5,000FT while on 2 NM final to RWY 27R Miami-Opa Locka Executive Airport. No evasive action taken. LEOs were not notified. ","['rwy27r']","['2 NM ']","['00F', '27R']","11/26/2018","3:46","2018-11-26T03:46Z","DCM1341","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 27R","MIA","RUNWAY"
"Pilot reported a 3 to 4foot whiteUAS with black trim pass 25 feet of the left wing while on base turn to RWY 05L, Battle Creek. UAS was over Ft. Custer Military Reservation. No evasive action reported. Ft. Custer Securitynotified at. ","['rwy05l']","[]","[]","11/30/2018","2:21","2018-11-30T02:21Z","N191JG","DEN","UAS",NA,"BTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 05L","BTL","RUNWAY"
"Pilot reported a UAS while SSE boundat 500 feet on a 1 NM final to RWY 15. No evasive action taken. Charlotte County Sheriff notified at. ","['rwy15 ']","['1 NM ']","[]","11/30/2018","21:13","2018-11-30T21:13Z","N5522S","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","WOC","RUNWAY"
"Pilot reported a white UAS or RCaircraft 100 feet below aircraft off theleft side while at 600 feet on a 2 NM finalto RWY 31. No evasive action taken. Atlantic City PD notification not reported. ","['rwy31 ']","['2 NM ']","[]","11/30/2018","21:24","2018-11-30T21:24Z","UJC609","DEN","UAS",NA,"ACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31","ACY","RUNWAY"
"Pilot reported a black UAS passed below aircraft on departure off RWY 18Lat 1,500. Evasive action not reported. Charlotte Metro PD notified at. ","['rwy18l']","[]","[]","11/30/2018","22:46","2018-11-30T22:46Z","AAL659","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18L","CLT","RUNWAY"
"Reported a black UAS carrying a balloon off his left side while on a 5 NM final for RWY 24R. No evasive action taken. LAPD Airport PD notified at.","['rwy24r']","[]","['24R']","12/4/2018","3:52","2018-12-04T03:52Z","DAL2469","CONR","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 24R","LAX","RUNWAY"
"Personnelreported a small UAS approximately 500 feet W of Signature Flight FBO over TXY A and RWY 35R, flying S bound. FTH934 was advised of the UAS location while on a 3 NM final to RWY 35R. UAS landed in the XJET parking lot, airport authority was notified and spoke with the UAS operator. Arapahoe County Sheriff was notified at.","['rwy35r', 'rwy35r']","['3 NM ']","[]","12/4/2018","10:25","2018-12-04T10:25Z","FTH934","DEN","UAS",NA,"DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35R","DEN","RUNWAY"
"Reporteda black UAS pass 700-800 feet off the right side,300 feet above, while N bound at 1,600 feet on final RWY 35 to PHL. No evasive action taken. Law enforcement notification not reported.","['rwy35 ']","[]","['PHL']","12/8/2018","4:07","2018-12-08T04:07Z","N792JR","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 35","PHL","RUNWAY"
"Pilot reported a UAS on a 3 NM final to RWY 19R off the right side at 1,000 feet below aircraft while N bound at 2,300 feet. The UAS appeared to be hovering over a pond. Evasive action not reported. Wichita PD notified at. ","['rwy19r']","['3 NM ']","[]","12/12/2018","20:19","2018-12-12T20:19Z","HOOK44","DEN","UAS",NA,"ICT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 19R","ICT","RUNWAY"
"PIC reported a UAS at UNKN altitude while on final to RWY 12. No evasive action reported. No additional information reported. Las Cruces PD notified at.","['rwy12 ']","[]","['UNK']","12/13/2018","2:38","2018-12-13T02:38Z","N6849M","DEN","UAS",NA,"ZAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 12","ZAB","RUNWAY"
"Aircraftreported a black and yellow UAS with two rotors off right wingat same altitude of200 feetwhile on 2 NM final RWY 04R. No evasive action taken. NYPD Aviation Unit notified at. ","['rwy04r']","['2 NM ']","[]","12/14/2018","2:22","2018-12-14T02:22Z","DAL372","DEN","UAS",NA,"JFK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 04R","JFK","RUNWAY"
"PIC reported a UAS while on a 4 NM final to RWY 26R at 1,300 feet. No evasive action taken. Miami-Dade PD notified at 3.","['rwy26r']","['4 NM ']","['26R']","12/18/2018","0:49","2018-12-18T00:49Z","ENY3941","DEN","UAS",NA,"ZMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 26R","ZMA","RUNWAY"
