"REMARKS","RUNWAY","DIRECTION","AIRPORT","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","RWYLOCATION","UASLOCATION","DATASET"
"1740 EDT / 2140 UTC 6/14/2021
Vista Jet (VJT796) /GLEX observed a UAS off the left side while Wbound at 1,000 feet on a 3 NM final to RWY 25L. Evasive action was taken with a 60 degree right turn. No impact to airport operations. LAPD 3 HELO dispatched to the area with negative results.","['rwy25l']","[]","['T79', 'GLE', 'ELO']","6/14/2021","21:31","2021-06-14T21:31Z",NA,"JATOC","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 25L","LAX","RUNWAY"
"1345 EDT / 1745 UTC 06/15/2021
Multiple aircraft observed a UAS off the approach end of RWY 15 at 1000', RWY 15 was closed to approaches. Operations continued using RWY 21. No evasive action was taken. LEO was notified.  ","['rwy15 ', 'rwy15 ', 'rwy21 ']","[]","[]","6/16/2021","16:45","2021-06-16T16:45Z",NA,"JATOC","UAS",NA,"CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15","CHS","RUNWAY"
"UAS observed from the ground operating at 100 feet within .5 NM of the approach end of RWY 31. The ATCT did not observe the UAS. N6375D was issued alternate instructions due to location of the UAS. LEO notified at.","['rwy31 ']","[]","['TCT', 'N63']","6/16/2021","17:31","2021-06-16T17:31Z","N6375D","DEN","UAS",NA,"MER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 31","MER","RUNWAY"
"OKC advised that TIK AFB ATCT reported seeing a UAS 100 feet and 1 NM from the approach end of RWY 13 at TIK. Airport 1 aircraft was notified on frequency.","['rwy13 ']","['1 NM ']","['OKC', 'TIK', 'TCT', 'TIK']","6/19/2021","6:34","2021-06-19T06:34Z",NA,"DEN","UAS",NA,"OKC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 13","OKC","RUNWAY"
"1950 EDT / 2350 UTC 6/20/2021
LN485AE requested transition from Albany, GA ATCT (ABY) to the Phoebe Hospital Helipad. The PIC reported having a close encounter with a drone and requested to divert to  ABY instead. The helicopter landed RWY 23. An ambulance picked up the patient at the airport Fixed Base Operator (FBO).","['rwy23 ']","[]","['N48', 'TCT', 'ABY', 'ABY']","6/20/2021","23:44","2021-06-20T23:44Z","LN485AE","JATOC","UAS",NA,"ABY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 23","ABY","RUNWAY"
"Tulsa Airport Authority reported a UAS operating on the approach end of RWY 18L. No impact to airport operations. UAS operator identified and Tulsa Airport Police notified. ","['rwy18l']","[]","[]","6/23/2021","16:30","2021-06-23T16:30Z",NA,"DEN","UAS","MOR","TUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 18L","TUL","RUNWAY"
"1822 EDT / 2222 UTC 7/21/2021
N524DS/DA40 observed a UAS 100 feet ahead and 100 feet below while on a right base for RWY 34 at 2300 feet. N524DS deviated to the right to avoid UAS. LEO notified at 1715 EDT / 2115 UTC.","['rwy34 ']","[]","['N52', 'N52']","7/21/2021","22:14","2021-07-21T22:14Z","N524DS","JATOC","UAS",NA,"ROA",1828906047,"ROA","9:10","21:10","21-Jul-21","KROA","C","ROA098007",25,220,12,NA,NA,"N524DS WAS INBOUND TO ROA ENTERING A RIGHT BASE TO RUNWAY 34 WHEN THEY OBSERVED A LARGE 6 BLADED DRONE AT THEIR 12 O'CLOCK, 100 FEET AHEAD AND 100 FEET BELOW. THE A/C TOOK EVASIVE MANEUVER AND DEVIATED TO THE RIGHT.  THE A/C LANDED SAFELY. ","Facility summary, weather and falcon bookmark reviewed. N524DS was inbound to ROA from the east at 2,500ft when the pilot reported a drone passing underneath the aircraft. The pilot reported evasive maneuvers to the right to evade the object and estimated it was 100ft below the aircraft when spotted. Airport operations vehicle was sent to the east end of the airport to search for the object but was unable to see it. Other aircraft in the area were vectored to keep them clear of the reported location. N524DS landed safely and there was no further impact to operations at ROA. DEN, ROC and law enforcement were notified. Preliminary NMAC filed. ","RWY 34","ROA","RUNWAY"
"0627 INITIAL/CLOSEOUT: Aircraft observed 2 small yellow UASs while in the left traffic pattern for RWY 12L at 2,600 feet. UASs were operating at 3,000-4,000 feet. IWA ATCT moved Aircraft to RWY 12R in right closed traffic and was able to observe UAS operating in Nern portion of airspace. Mesa PD notified at. At 0645 all UAS activity exited airspace to the N.","['rwy12l', 'rwy12r']","[]","['IWA', 'TCT']","8/5/2021","6:43","2021-08-05T06:43Z","NDU752","DEN","UAS",NA,"IWA",9819795,"IWA","6:27","6:27","5-Aug-21","KIWA","D","IWA05001",26,300,3,NA,NA,"NDU752 WAS IN THE LEFT DOWNWIND FOR RWY 12L AND REPORTED A DRONE MANUEVERING NORTH-NORTHEAST OF THE AIRSPACE AT 3000 FEET. LOCAL CONTROL WAS ABLE TO INDENTIFY AN ADDITIONAL DRONE IN THE AIRSPACE TO THE NORTH THAT APPEARED AT 4000 FEET. NDU752 REPORTED TAKING NO EVASIVE ACTION AND COMPLETED THEIR APPROACH TO RWY 12L. LOCAL CONTROL CHANGED NDU752 TO THE RIGHT TRAFFIC PATTER FOR RWY 12R ON THE GO. BOTH DRONES APPEARED SMALL, WITH A STEADY YELLOW LIGHT, AND FLASHING RED AND GREEN LIGHTS. THE DRONES APPEARED TO ORBIT TO THE NORTH-NORTHEAST BEFORE DEPARTING THE AIRSPACE TO THE NORTH. ","QA reviewed.  ","RWY 12L","IWA","RUNWAY"
"Aircraft reported nearly colliding with a red colored drone with lights while at 1,100 feet on left downwind RWY 31. HQ DEN contacted PAO CIC who reports LEO was not notified and there have been no further UAS sightings. The CIC was advised of DEN UAS reporting requirements and recommended  requesting an updated UAS checklist from management. AWO notified. ","['rwy31 ']","[]","['DEN', 'PAO', 'CIC', 'CIC', 'DEN', 'AWO']","8/7/2021","21:55","2021-08-07T21:55Z","N879HZ","DEN","UAS","MOR, NOTIFICATION-NONE, SUSPICIOUS ACTIVITY","PAO",75401729,"PAO","9:55","21:55","7-Aug-21","KPAO","D","LEFT DOWNWIND RWY 31",11,130,NA,-122.12,37.45,"The pilot of N879HZ, a Cessna Skyhawk, reported he nearly collided with a drone in the Left Downwind of RWY 31 at approximately 012ft. He reported the drone to be red in color with lights headed possibly northwest bound. 

The LC announced to all aircraft the location and report of the drone. At this time of this, no other aircraft reported seeing the drone. N879HZ landed without issue and continued pattern work.","Reviewed MOR Summary and Falcon for a UAS report. UAS Lat Long position entered by QA is approximate based on either/or time/altitude event was reported by PAO tower. P Roberts  8/9/2021","RWY 31","PAO","RUNWAY"
"2110 EDT / 0110 UTC  8/26/2021
MASS State PD personnel observed a UAS on the RWY 15R final. Airport operations were then changed to RWY 27. Operator and UAS was secured at 2056 EDT / 0056 UTC. No further updates. 

2055 EDT / 0055 UTC  8/26/2021
BOS reported changing operations to RWY 27 due to a UAS in the vicinity of the airport. LEO found the operator and the UAS has been secured. Operations to remain on RWY 27 UFN.  Expect updates. ","['rwy15r', 'rwy27 ', 'rwy27 ', 'rwy27 ']","[]","['BOS']","8/26/2021","0:50","2021-08-26T00:50Z",NA,"JATOC","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RWY 15R","BOS","RUNWAY"
